qid,docid,layer,component,direction,control_score,attack_score,patched_score,effect
264014,4664190,0,encoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-5.820188522338867,-0.13859537908733774
264014,4664190,0,encoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-5.46672248840332,0.5738029422431633
264014,4664190,0,encoder_mlp,forward,-5.733450889587402,-5.107617378234863,-5.820188522338867,-0.13859537908733774
264014,4664190,0,encoder_mlp,reverse,-5.733450889587402,-5.107617378234863,-5.46672248840332,0.5738029422431633
264014,4664190,1,encoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-5.862260818481445,-0.20582139907411076
264014,4664190,1,encoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-4.7160186767578125,-0.6257234462097362
264014,4664190,1,encoder_mlp,forward,-5.733450889587402,-5.107617378234863,-5.862260818481445,-0.20582139907411076
264014,4664190,1,encoder_mlp,reverse,-5.733450889587402,-5.107617378234863,-4.7160186767578125,-0.6257234462097362
264014,4664190,2,encoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-5.261919021606445,0.7534461792592276
264014,4664190,2,encoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-5.122759819030762,0.024195637531734107
264014,4664190,2,encoder_mlp,forward,-5.733450889587402,-5.107617378234863,-5.261919021606445,0.7534461792592276
264014,4664190,2,encoder_mlp,reverse,-5.733450889587402,-5.107617378234863,-5.122759819030762,0.024195637531734107
264014,4664190,3,encoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-5.291352272033691,0.7064156992780014
264014,4664190,3,encoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-5.725973129272461,0.988051518208444
264014,4664190,3,encoder_mlp,forward,-5.733450889587402,-5.107617378234863,-5.291352272033691,0.7064156992780014
264014,4664190,3,encoder_mlp,reverse,-5.733450889587402,-5.107617378234863,-5.725973129272461,0.988051518208444
264014,4664190,4,encoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-5.1844987869262695,0.8771535763157654
264014,4664190,4,encoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-5.667542457580566,0.8946869561772173
264014,4664190,4,encoder_mlp,forward,-5.733450889587402,-5.107617378234863,-5.1844987869262695,0.8771535763157654
264014,4664190,4,encoder_mlp,reverse,-5.733450889587402,-5.107617378234863,-5.667542457580566,0.8946869561772173
264014,4664190,5,encoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-5.077688217163086,1.0478228802530805
264014,4664190,5,encoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-5.555486679077148,0.7156364955183669
264014,4664190,5,encoder_mlp,forward,-5.733450889587402,-5.107617378234863,-5.077688217163086,1.0478228802530805
264014,4664190,5,encoder_mlp,reverse,-5.733450889587402,-5.107617378234863,-5.555486679077148,0.7156364955183669
264014,4664190,6,encoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-5.067777633666992,1.0636586949167524
264014,4664190,6,encoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-5.4335432052612305,0.5207867925160842
264014,4664190,6,encoder_mlp,forward,-5.733450889587402,-5.107617378234863,-5.067777633666992,1.0636586949167524
264014,4664190,6,encoder_mlp,reverse,-5.733450889587402,-5.107617378234863,-5.4335432052612305,0.5207867925160842
264014,4664190,7,encoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-4.942024230957031,1.2645961653922229
264014,4664190,7,encoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-5.809326171875,1.1212387654403764
264014,4664190,7,encoder_mlp,forward,-5.733450889587402,-5.107617378234863,-4.942024230957031,1.2645961653922229
264014,4664190,7,encoder_mlp,reverse,-5.733450889587402,-5.107617378234863,-5.809326171875,1.1212387654403764
264014,4664190,8,encoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-4.9542083740234375,1.2451275002514346
264014,4664190,8,encoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-5.443572044372559,0.5368115641676597
264014,4664190,8,encoder_mlp,forward,-5.733450889587402,-5.107617378234863,-4.9542083740234375,1.2451275002514346
264014,4664190,8,encoder_mlp,reverse,-5.733450889587402,-5.107617378234863,-5.443572044372559,0.5368115641676597
264014,4664190,9,encoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-4.976920127868652,1.208837091647187
264014,4664190,9,encoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-5.494067192077637,0.6174961980025417
264014,4664190,9,encoder_mlp,forward,-5.733450889587402,-5.107617378234863,-4.976920127868652,1.208837091647187
264014,4664190,9,encoder_mlp,reverse,-5.733450889587402,-5.107617378234863,-5.494067192077637,0.6174961980025417
264014,4664190,10,encoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-5.001861572265625,1.168983929512948
264014,4664190,10,encoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-5.417235374450684,0.4947290143454926
264014,4664190,10,encoder_mlp,forward,-5.733450889587402,-5.107617378234863,-5.001861572265625,1.168983929512948
264014,4664190,10,encoder_mlp,reverse,-5.733450889587402,-5.107617378234863,-5.417235374450684,0.4947290143454926
264014,4664190,11,encoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-5.086421966552734,1.033867492388386
264014,4664190,11,encoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-5.715431213378906,0.9712069170448346
264014,4664190,11,encoder_mlp,forward,-5.733450889587402,-5.107617378234863,-5.086421966552734,1.033867492388386
264014,4664190,11,encoder_mlp,reverse,-5.733450889587402,-5.107617378234863,-5.715431213378906,0.9712069170448346
264014,4664190,0,decoder_self_attn,forward,-5.733450889587402,-5.107617378234863,-5.733450889587402,0.0
264014,4664190,0,decoder_self_attn,reverse,-5.733450889587402,-5.107617378234863,-5.107617378234863,0.0
264014,4664190,0,decoder_cross_attn,forward,-5.733450889587402,-5.107617378234863,-5.730218887329102,0.0051643163871423915
264014,4664190,0,decoder_cross_attn,reverse,-5.733450889587402,-5.107617378234863,-5.109472274780273,0.0029638817860702126
264014,4664190,0,decoder_mlp,forward,-5.733450889587402,-5.107617378234863,-5.730218887329102,0.0051643163871423915
