qid,docid,rank,bm25_score,original_score,control_score,attack_score,control_delta_vs_original,attack_delta_vs_control,attack_delta_vs_original
1103812,3202701,900,12.541065,-12.88609504699707,-12.884332656860352,-12.831329345703125,0.00176239013671875,0.05300331115722656,0.05476570129394531
527433,199249,296,20.958233,-13.010591506958008,-13.074067115783691,-13.209149360656738,-0.0634756088256836,-0.13508224487304688,-0.19855785369873047
148538,963821,639,16.673933,-10.899344444274902,-10.844023704528809,-10.91064167022705,0.05532073974609375,-0.06661796569824219,-0.011297225952148438
264014,5328095,19,23.129852,4.954717636108398,4.931042671203613,4.171855449676514,-0.023674964904785156,-0.7591872215270996,-0.7828621864318848
131843,8073461,44,6.3777733,-13.685620307922363,-13.766763687133789,-13.619333267211914,-0.08114337921142578,0.147430419921875,0.06628704071044922
451602,8294680,628,12.772134,-11.517167091369629,-11.359678268432617,-11.611505508422852,0.15748882293701172,-0.2518272399902344,-0.09433841705322266
168216,3908778,144,24.050869,0.782355546951294,0.8519183397293091,0.9569239616394043,0.06956279277801514,0.10500562191009521,0.17456841468811035
130510,8614562,717,10.578865,-12.98244857788086,-13.030739784240723,-13.235332489013672,-0.04829120635986328,-0.20459270477294922,-0.2528839111328125
1112341,4560142,736,11.507101,-14.439285278320312,-14.412273406982422,-14.276822090148926,0.027011871337890625,0.1354513168334961,0.16246318817138672
1133167,2750180,697,10.607595,-11.038500785827637,-10.928504943847656,-12.57529354095459,0.10999584197998047,-1.6467885971069336,-1.5367927551269531
1129237,2913079,693,13.030432,-5.938738822937012,-5.7752227783203125,-6.851787567138672,0.16351604461669922,-1.0765647888183594,-0.9130487442016602
87452,6073899,646,11.124613,-12.017468452453613,-12.057148933410645,-12.172223091125488,-0.03968048095703125,-0.11507415771484375,-0.154754638671875
156493,911794,82,15.650091,-5.877462387084961,-5.825605392456055,-5.853912353515625,0.05185699462890625,-0.028306961059570312,0.023550033569335938
148538,5427174,952,15.420052,-8.756421089172363,-8.901381492614746,-9.922698974609375,-0.1449604034423828,-1.021317481994629,-1.1662778854370117
130510,984907,140,12.764076,-13.279563903808594,-13.257061004638672,-13.334163665771484,0.022502899169921875,-0.0771026611328125,-0.054599761962890625
451602,7265404,328,14.074535,-10.894426345825195,-10.708548545837402,-11.012824058532715,0.18587779998779297,-0.3042755126953125,-0.11839771270751953
183378,2710646,247,12.411176,-12.091257095336914,-12.140610694885254,-12.21500015258789,-0.049353599548339844,-0.07438945770263672,-0.12374305725097656
1114819,8024890,113,19.147913,2.313046455383301,2.3267221450805664,2.052868604660034,0.013675689697265625,-0.2738535404205322,-0.2601778507232666
182539,4321079,448,10.296672,-13.416654586791992,-13.298510551452637,-13.62486457824707,0.11814403533935547,-0.3263540267944336,-0.20820999145507812
148538,8233886,739,16.271252,-11.868668556213379,-11.824483871459961,-11.205875396728516,0.04418468475341797,0.6186084747314453,0.6627931594848633
1113437,3422862,776,10.440643,-7.403278350830078,-7.437945365905762,-8.135379791259766,-0.034667015075683594,-0.6974344253540039,-0.7321014404296875
1106007,2677529,31,12.954882,-10.445399284362793,-10.312210083007812,-10.706947326660156,0.13318920135498047,-0.39473724365234375,-0.2615480422973633
1112341,5101872,708,11.577221,-11.661656379699707,-11.618692398071289,-11.854423522949219,0.04296398162841797,-0.2357311248779297,-0.19276714324951172
87452,5105199,488,11.571701,-10.456750869750977,-10.507373809814453,-10.573481559753418,-0.05062294006347656,-0.06610774993896484,-0.1167306900024414
451602,1530197,446,13.279856,-12.889481544494629,-12.78698444366455,-12.784584045410156,0.10249710083007812,0.0024003982543945312,0.10489749908447266
833860,7503777,434,11.057965,-13.48897933959961,-13.518013000488281,-13.552057266235352,-0.029033660888671875,-0.03404426574707031,-0.06307792663574219
1129237,4373435,613,13.17106,-11.293925285339355,-11.280744552612305,-11.71204948425293,0.013180732727050781,-0.431304931640625,-0.4181241989135742
264014,4664190,226,15.311792,-5.688996315002441,-5.689796447753906,-8.49563980102539,-0.0008001327514648438,-2.8058433532714844,-2.806643486022949
1110199,6697302,425,11.980958,-12.327913284301758,-12.162447929382324,-12.533737182617188,0.1654653549194336,-0.3712892532348633,-0.2058238983154297
962179,2466207,463,12.762965,-14.284775733947754,-14.27913761138916,-14.199525833129883,0.00563812255859375,0.07961177825927734,0.0852499008178711
87452,1395628,691,11.026999,-11.542174339294434,-11.7957124710083,-12.29735279083252,-0.2535381317138672,-0.5016403198242188,-0.7551784515380859
1124210,5890091,293,5.1831274,-13.489723205566406,-13.50497817993164,-13.476768493652344,-0.015254974365234375,0.028209686279296875,0.0129547119140625
264014,1944238,205,15.554399,-12.824013710021973,-12.800017356872559,-13.190326690673828,0.023996353149414062,-0.39030933380126953,-0.36631298065185547
962179,6385544,189,15.641305,-11.927485466003418,-11.591215133666992,-11.164019584655762,0.3362703323364258,0.42719554901123047,0.7634658813476562
451602,7510025,110,16.682806,-12.12002182006836,-11.957342147827148,-12.321884155273438,0.16267967224121094,-0.36454200744628906,-0.20186233520507812
1124210,4535489,54,12.477813,-7.775970458984375,-7.924984931945801,-8.319880485534668,-0.14901447296142578,-0.3948955535888672,-0.543910026550293
130510,4237523,698,10.592752,-10.601937294006348,-10.700658798217773,-11.26309585571289,-0.09872150421142578,-0.5624370574951172,-0.661158561706543
130510,2346969,78,14.301141,-12.759841918945312,-12.785501480102539,-12.952021598815918,-0.025659561157226562,-0.1665201187133789,-0.19217967987060547
573724,2620791,893,10.831446,-10.9296293258667,-10.815024375915527,-11.211700439453125,0.11460494995117188,-0.39667606353759766,-0.2820711135864258
130510,4237516,338,11.155177,-11.127198219299316,-11.126073837280273,-11.133265495300293,0.0011243820190429688,-0.007191658020019531,-0.0060672760009765625
1114646,517148,521,8.090152,-12.660665512084961,-12.774389266967773,-13.117502212524414,-0.1137237548828125,-0.3431129455566406,-0.4568367004394531
1124210,6428870,536,5.074358,-14.345673561096191,-14.338373184204102,-14.408980369567871,0.007300376892089844,-0.07060718536376953,-0.06330680847167969
182539,3389569,560,10.124404,-12.387606620788574,-12.27572250366211,-12.780309677124023,0.11188411712646484,-0.5045871734619141,-0.3927030563354492
1121402,752294,330,12.606409,-12.219437599182129,-12.171903610229492,-12.84388542175293,0.04753398895263672,-0.6719818115234375,-0.6244478225708008
156493,3553290,847,9.346702,-12.017507553100586,-11.921459197998047,-12.372109413146973,0.09604835510253906,-0.4506502151489258,-0.3546018600463867
47923,1496426,103,26.474058,-1.2015044689178467,-1.227311611175537,-1.0992642641067505,-0.02580714225769043,0.12804734706878662,0.10224020481109619
1112341,7880070,137,13.435623,-11.71304702758789,-11.741893768310547,-12.17272663116455,-0.02884674072265625,-0.4308328628540039,-0.45967960357666016
1117099,4131487,180,10.714578,-12.904204368591309,-12.981557846069336,-13.016670227050781,-0.07735347747802734,-0.03511238098144531,-0.11246585845947266
573724,1600621,802,10.933676,-13.169294357299805,-13.121944427490234,-13.541778564453125,0.04734992980957031,-0.4198341369628906,-0.3724842071533203
1133167,3023125,164,13.65869,1.6930779218673706,1.6729810237884521,0.7063648700714111,-0.020096898078918457,-0.966616153717041,-0.9867130517959595
1113437,5591642,173,12.442821,-10.350876808166504,-10.338591575622559,-10.600310325622559,0.012285232543945312,-0.26171875,-0.2494335174560547
104861,2916631,208,19.007568,0.30693691968917847,0.1545485258102417,-2.7121713161468506,-0.15238839387893677,-2.8667198419570923,-3.019108235836029
1103812,1900485,193,15.647653,-12.207409858703613,-12.24557876586914,-11.78791618347168,-0.038168907165527344,0.45766258239746094,0.4194936752319336
915593,3191294,530,13.924497,-14.303535461425781,-14.274032592773438,-14.416954040527344,0.02950286865234375,-0.14292144775390625,-0.1134185791015625
1114646,8233327,695,8.017348,-9.918867111206055,-9.733592987060547,-10.223321914672852,0.1852741241455078,-0.4897289276123047,-0.3044548034667969
19335,6902387,832,10.450421,-9.739553451538086,-9.582368850708008,-10.2959623336792,0.15718460083007812,-0.7135934829711914,-0.5564088821411133
1037798,6816049,601,10.680016,-13.397073745727539,-13.426997184753418,-13.449304580688477,-0.029923439025878906,-0.022307395935058594,-0.0522308349609375
1063750,2047790,558,7.104919,-13.885109901428223,-13.878755569458008,-13.82768726348877,0.006354331970214844,0.05106830596923828,0.057422637939453125
1115776,8106321,3,23.334087,5.882790565490723,5.9569196701049805,5.477911949157715,0.07412910461425781,-0.4790077209472656,-0.4048786163330078
451602,7205049,935,11.468267,-13.069307327270508,-13.047182083129883,-12.803605079650879,0.022125244140625,0.2435770034790039,0.2657022476196289
264014,3338820,960,12.362787,-9.141283988952637,-9.09184455871582,-9.874500274658203,0.049439430236816406,-0.7826557159423828,-0.7332162857055664
1133167,1883273,229,12.570255,4.390753746032715,4.455539703369141,4.097855091094971,0.06478595733642578,-0.3576846122741699,-0.29289865493774414
183378,1726139,256,12.278717,-12.829028129577637,-12.954957962036133,-13.13280963897705,-0.1259298324584961,-0.17785167694091797,-0.30378150939941406
130510,657854,619,10.729883,-13.058401107788086,-13.020425796508789,-13.244928359985352,0.037975311279296875,-0.2245025634765625,-0.18652725219726562
573724,4214949,906,10.812185,-13.184929847717285,-13.108223915100098,-13.03128433227539,0.0767059326171875,0.07693958282470703,0.15364551544189453
264014,8743598,212,15.447804,-14.400494575500488,-14.371496200561523,-14.435262680053711,0.028998374938964844,-0.0637664794921875,-0.034768104553222656
833860,3899039,709,10.313726,-11.732362747192383,-11.788430213928223,-11.835664749145508,-0.056067466735839844,-0.047234535217285156,-0.103302001953125
1103812,3263389,655,13.189533,-13.002883911132812,-12.964685440063477,-12.947208404541016,0.03819847106933594,0.017477035522460938,0.055675506591796875
1114646,694735,904,7.9281664,-12.480547904968262,-12.483928680419922,-12.556406021118164,-0.0033807754516601562,-0.07247734069824219,-0.07585811614990234
962179,6453576,659,11.396079,-13.11130142211914,-13.136754989624023,-13.287757873535156,-0.025453567504882812,-0.1510028839111328,-0.17645645141601562
573724,855581,255,12.489098,-7.341453552246094,-7.288957595825195,-8.000980377197266,0.05249595642089844,-0.7120227813720703,-0.6595268249511719
1114646,7860673,278,8.537256,-13.528697967529297,-13.504772186279297,-13.592424392700195,0.02392578125,-0.08765220642089844,-0.06372642517089844
1106007,701605,730,9.70794,1.9255863428115845,2.0260212421417236,1.9351372718811035,0.10043489933013916,-0.09088397026062012,0.009550929069519043
1121402,5662145,491,11.925969,-12.805551528930664,-12.777246475219727,-13.008856773376465,0.0283050537109375,-0.23161029815673828,-0.20330524444580078
1063750,7167862,679,6.9669185,-14.12630558013916,-14.117779731750488,-13.992905616760254,0.008525848388671875,0.12487411499023438,0.13339996337890625
182539,6456269,915,9.73769,-13.548086166381836,-13.603913307189941,-13.656944274902344,-0.05582714080810547,-0.053030967712402344,-0.10885810852050781
1103812,8061351,608,13.336379,-12.687145233154297,-12.572528839111328,-12.36471176147461,0.11461639404296875,0.20781707763671875,0.3224334716796875
359349,943237,215,13.779505,-7.861448287963867,-8.017374038696289,-7.548574447631836,-0.15592575073242188,0.4687995910644531,0.31287384033203125
1112341,8139256,0,19.933193,6.284564018249512,6.257672309875488,6.229820251464844,-0.026891708374023438,-0.02785205841064453,-0.05474376678466797
131843,8117361,38,6.395875,-12.509151458740234,-12.524184226989746,-12.598896026611328,-0.015032768249511719,-0.07471179962158203,-0.08974456787109375
962179,1977581,708,11.026705,-13.082783699035645,-13.084514617919922,-13.145906448364258,-0.0017309188842773438,-0.06139183044433594,-0.06312274932861328
47923,4321228,289,20.3017,-3.108569383621216,-3.0177502632141113,-5.8080902099609375,0.09081912040710449,-2.790339946746826,-2.6995208263397217
573724,2411753,862,10.861078,-13.443438529968262,-13.444080352783203,-13.563619613647461,-0.0006418228149414062,-0.11953926086425781,-0.12018108367919922
1121402,713545,686,11.1232,-11.828500747680664,-11.921636581420898,-11.934345245361328,-0.09313583374023438,-0.012708663940429688,-0.10584449768066406
1103812,7236952,938,12.427976,-10.650601387023926,-10.61115837097168,-10.501309394836426,0.039443016052246094,0.1098489761352539,0.1492919921875
1113437,394232,495,11.213125,-13.279036521911621,-13.282979965209961,-13.241661071777344,-0.003943443298339844,0.04131889343261719,0.037375450134277344
451602,5179247,392,13.543926,-1.6871229410171509,-1.7794660329818726,-3.9405064582824707,-0.09234309196472168,-2.161040425300598,-2.25338351726532
490595,4763067,247,12.892493,-7.738870620727539,-7.777002334594727,-9.307890892028809,-0.0381317138671875,-1.530888557434082,-1.5690202713012695
1115776,1731598,665,10.783049,-14.4042387008667,-14.413164138793945,-14.516021728515625,-0.008925437927246094,-0.10285758972167969,-0.11178302764892578
183378,2089154,10,16.145292,-10.180929183959961,-10.062685012817383,-11.071166038513184,0.11824417114257812,-1.0084810256958008,-0.8902368545532227
156493,662453,103,14.747868,-9.848250389099121,-9.799690246582031,-10.055850982666016,0.048560142517089844,-0.2561607360839844,-0.20760059356689453
207786,4797717,668,11.504531,-13.329049110412598,-13.339457511901855,-13.278247833251953,-0.010408401489257812,0.061209678649902344,0.05080127716064453
405717,5423486,285,13.811706,-11.894330024719238,-11.915310859680176,-12.207508087158203,-0.0209808349609375,-0.29219722747802734,-0.31317806243896484
1121402,4494916,541,11.734371,-11.213769912719727,-10.939488410949707,-11.250579833984375,0.27428150177001953,-0.31109142303466797,-0.03680992126464844
1063750,1544288,337,9.48503,-13.176243782043457,-13.162111282348633,-13.165630340576172,0.014132499694824219,-0.0035190582275390625,0.010613441467285156
1106007,5434099,826,9.081608,-8.385608673095703,-8.31955623626709,-7.60026741027832,0.06605243682861328,0.7192888259887695,0.7853412628173828
19335,920919,165,13.087749,-11.349761009216309,-11.35171127319336,-11.66375732421875,-0.0019502639770507812,-0.3120460510253906,-0.3139963150024414
207786,4695810,617,11.575983,-12.715545654296875,-12.69560432434082,-13.08545970916748,0.019941329956054688,-0.38985538482666016,-0.36991405487060547
1106007,3427765,934,8.822919,-10.354832649230957,-10.393978118896484,-10.754732131958008,-0.039145469665527344,-0.36075401306152344,-0.3998994827270508
489204,5672789,712,15.791247,-12.556899070739746,-12.55777359008789,-12.651289939880371,-0.0008745193481445312,-0.09351634979248047,-0.094390869140625
1121709,1615539,923,7.0736384,-13.081988334655762,-12.988954544067383,-12.986981391906738,0.0930337905883789,0.0019731521606445312,0.09500694274902344
47923,2699736,66,28.26968,0.668495237827301,0.7314760684967041,0.41356033086776733,0.06298083066940308,-0.31791573762893677,-0.2549349069595337
168216,4721487,363,15.408016,1.0193852186203003,0.9243855476379395,1.2036218643188477,-0.09499967098236084,0.2792363166809082,0.18423664569854736
1121402,1679029,354,12.493964,-12.960789680480957,-12.991949081420898,-13.223577499389648,-0.031159400939941406,-0.23162841796875,-0.2627878189086914
168216,6012597,150,22.81174,-5.410223007202148,-5.344076156616211,-5.59283447265625,0.0661468505859375,-0.24875831604003906,-0.18261146545410156
131843,2010398,157,6.2190614,-13.269683837890625,-13.166772842407227,-13.190803527832031,0.10291099548339844,-0.024030685424804688,0.07888031005859375
1113437,1077734,784,10.413839,-13.657608985900879,-13.70475959777832,-13.75958251953125,-0.047150611877441406,-0.05482292175292969,-0.1019735336303711
1112341,3500308,317,12.435386,-13.38144588470459,-13.45119571685791,-13.59946060180664,-0.06974983215332031,-0.14826488494873047,-0.21801471710205078
1121402,4305985,214,13.222351,-12.902853012084961,-12.88779067993164,-13.002098083496094,0.015062332153320312,-0.11430740356445312,-0.09924507141113281
1129237,5705770,306,14.20909,-13.270512580871582,-13.256608963012695,-13.329282760620117,0.013903617858886719,-0.07267379760742188,-0.058770179748535156
87181,8683185,72,25.505121,2.8610177040100098,2.7056996822357178,2.288431406021118,-0.155318021774292,-0.4172682762145996,-0.5725862979888916
1129237,7318640,237,15.013868,-11.967876434326172,-11.97243595123291,-12.044123649597168,-0.004559516906738281,-0.07168769836425781,-0.0762472152709961
405717,2763781,170,16.787706,-12.030393600463867,-11.995630264282227,-12.368810653686523,0.034763336181640625,-0.3731803894042969,-0.33841705322265625
1114646,1140119,718,7.999352,-12.516290664672852,-12.586507797241211,-13.162656784057617,-0.07021713256835938,-0.5761489868164062,-0.6463661193847656
451602,2193547,373,13.61821,-11.749421119689941,-11.852983474731445,-12.357160568237305,-0.1035623550415039,-0.5041770935058594,-0.6077394485473633
