qid,docid,rank,bm25_score,original_score,control_score,attack_score,control_delta_vs_original,attack_delta_vs_control,attack_delta_vs_original
1103812,3202701,900,12.541065,-12.88609504699707,-12.990596771240234,-12.439549446105957,-0.10450172424316406,0.5510473251342773,0.4465456008911133
527433,199249,296,20.958233,-13.010591506958008,-13.032569885253906,-12.923397064208984,-0.021978378295898438,0.10917282104492188,0.08719444274902344
148538,963821,639,16.673933,-10.899344444274902,-10.975976943969727,-10.959246635437012,-0.07663249969482422,0.016730308532714844,-0.059902191162109375
264014,5328095,19,23.129852,4.954717636108398,4.882872581481934,4.775169372558594,-0.07184505462646484,-0.10770320892333984,-0.1795482635498047
131843,8073461,44,6.3777733,-13.685620307922363,-13.677931785583496,-13.630937576293945,0.0076885223388671875,0.04699420928955078,0.05468273162841797
451602,8294680,628,12.772134,-11.517167091369629,-11.406044006347656,-11.60256576538086,0.11112308502197266,-0.19652175903320312,-0.08539867401123047
168216,3908778,144,24.050869,0.782355546951294,0.8540294170379639,0.8575276136398315,0.07167387008666992,0.0034981966018676758,0.0751720666885376
130510,8614562,717,10.578865,-12.98244857788086,-13.013988494873047,-13.042405128479004,-0.0315399169921875,-0.02841663360595703,-0.05995655059814453
1112341,4560142,736,11.507101,-14.439285278320312,-14.411346435546875,-14.278138160705566,0.0279388427734375,0.1332082748413086,0.1611471176147461
1133167,2750180,697,10.607595,-11.038500785827637,-10.96908950805664,-12.015024185180664,0.0694112777709961,-1.0459346771240234,-0.9765233993530273
1129237,2913079,693,13.030432,-5.938738822937012,-6.008721351623535,-6.503721237182617,-0.06998252868652344,-0.49499988555908203,-0.5649824142456055
87452,6073899,646,11.124613,-12.017468452453613,-12.192546844482422,-12.061073303222656,-0.1750783920288086,0.13147354125976562,-0.04360485076904297
156493,911794,82,15.650091,-5.877462387084961,-5.7475128173828125,-5.712108612060547,0.12994956970214844,0.035404205322265625,0.16535377502441406
148538,5427174,952,15.420052,-8.756421089172363,-8.840087890625,-9.177275657653809,-0.08366680145263672,-0.3371877670288086,-0.4208545684814453
130510,984907,140,12.764076,-13.279563903808594,-13.239265441894531,-13.357995986938477,0.0402984619140625,-0.11873054504394531,-0.07843208312988281
451602,7265404,328,14.074535,-10.894426345825195,-10.778253555297852,-10.982977867126465,0.11617279052734375,-0.20472431182861328,-0.08855152130126953
183378,2710646,247,12.411176,-12.091257095336914,-12.025798797607422,-12.19572639465332,0.06545829772949219,-0.16992759704589844,-0.10446929931640625
1114819,8024890,113,19.147913,2.313046455383301,2.3820295333862305,2.700981378555298,0.06898307800292969,0.3189518451690674,0.38793492317199707
182539,4321079,448,10.296672,-13.416654586791992,-13.447092056274414,-13.483743667602539,-0.030437469482421875,-0.036651611328125,-0.06708908081054688
148538,8233886,739,16.271252,-11.868668556213379,-11.923786163330078,-12.095272064208984,-0.05511760711669922,-0.17148590087890625,-0.22660350799560547
1113437,3422862,776,10.440643,-7.403278350830078,-7.199016571044922,-6.525149345397949,0.20426177978515625,0.6738672256469727,0.8781290054321289
1106007,2677529,31,12.954882,-10.445399284362793,-10.222832679748535,-10.155475616455078,0.2225666046142578,0.06735706329345703,0.28992366790771484
1112341,5101872,708,11.577221,-11.661656379699707,-11.71284294128418,-11.622833251953125,-0.051186561584472656,0.09000968933105469,0.03882312774658203
87452,5105199,488,11.571701,-10.456750869750977,-10.575284957885742,-10.535694122314453,-0.11853408813476562,0.03959083557128906,-0.07894325256347656
451602,1530197,446,13.279856,-12.889481544494629,-12.849925994873047,-12.7287015914917,0.03955554962158203,0.12122440338134766,0.1607799530029297
833860,7503777,434,11.057965,-13.48897933959961,-13.581159591674805,-13.71769905090332,-0.09218025207519531,-0.13653945922851562,-0.22871971130371094
1129237,4373435,613,13.17106,-11.293925285339355,-11.274415016174316,-11.571390151977539,0.019510269165039062,-0.29697513580322266,-0.2774648666381836
264014,4664190,226,15.311792,-5.688996315002441,-5.7279462814331055,-6.195679664611816,-0.03894996643066406,-0.46773338317871094,-0.506683349609375
1110199,6697302,425,11.980958,-12.327913284301758,-12.392608642578125,-12.084208488464355,-0.06469535827636719,0.30840015411376953,0.24370479583740234
962179,2466207,463,12.762965,-14.284775733947754,-14.31313705444336,-14.321334838867188,-0.02836132049560547,-0.008197784423828125,-0.036559104919433594
87452,1395628,691,11.026999,-11.542174339294434,-11.726465225219727,-11.885525703430176,-0.18429088592529297,-0.15906047821044922,-0.3433513641357422
1124210,5890091,293,5.1831274,-13.489723205566406,-13.54236125946045,-13.420125961303711,-0.05263805389404297,0.12223529815673828,0.06959724426269531
264014,1944238,205,15.554399,-12.824013710021973,-12.940954208374023,-13.055514335632324,-0.11694049835205078,-0.11456012725830078,-0.23150062561035156
962179,6385544,189,15.641305,-11.927485466003418,-11.952784538269043,-12.13038158416748,-0.025299072265625,-0.1775970458984375,-0.2028961181640625
451602,7510025,110,16.682806,-12.12002182006836,-11.917834281921387,-12.002716064453125,0.20218753814697266,-0.08488178253173828,0.11730575561523438
1124210,4535489,54,12.477813,-7.775970458984375,-7.498278617858887,-7.779699325561523,0.2776918411254883,-0.2814207077026367,-0.0037288665771484375
130510,4237523,698,10.592752,-10.601937294006348,-10.631834983825684,-10.960392951965332,-0.029897689819335938,-0.32855796813964844,-0.3584556579589844
130510,2346969,78,14.301141,-12.759841918945312,-12.80510425567627,-12.963640213012695,-0.04526233673095703,-0.15853595733642578,-0.2037982940673828
573724,2620791,893,10.831446,-10.9296293258667,-11.035884857177734,-10.082765579223633,-0.10625553131103516,0.9531192779541016,0.8468637466430664
130510,4237516,338,11.155177,-11.127198219299316,-10.931394577026367,-10.712175369262695,0.19580364227294922,0.21921920776367188,0.4150228500366211
1114646,517148,521,8.090152,-12.660665512084961,-12.690316200256348,-12.812421798706055,-0.02965068817138672,-0.12210559844970703,-0.15175628662109375
1124210,6428870,536,5.074358,-14.345673561096191,-14.315276145935059,-14.347214698791504,0.030397415161132812,-0.03193855285644531,-0.0015411376953125
182539,3389569,560,10.124404,-12.387606620788574,-12.382915496826172,-12.546432495117188,0.004691123962402344,-0.16351699829101562,-0.15882587432861328
1121402,752294,330,12.606409,-12.219437599182129,-12.150518417358398,-12.130692481994629,0.06891918182373047,0.01982593536376953,0.0887451171875
156493,3553290,847,9.346702,-12.017507553100586,-12.094408988952637,-11.874883651733398,-0.07690143585205078,0.21952533721923828,0.1426239013671875
47923,1496426,103,26.474058,-1.2015044689178467,-1.2188453674316406,-1.8008822202682495,-0.017340898513793945,-0.5820368528366089,-0.5993777513504028
1112341,7880070,137,13.435623,-11.71304702758789,-11.655739784240723,-11.691522598266602,0.05730724334716797,-0.035782814025878906,0.021524429321289062
1117099,4131487,180,10.714578,-12.904204368591309,-12.88919448852539,-12.872573852539062,0.015009880065917969,0.016620635986328125,0.031630516052246094
573724,1600621,802,10.933676,-13.169294357299805,-13.155735969543457,-13.255745887756348,0.013558387756347656,-0.10000991821289062,-0.08645153045654297
1133167,3023125,164,13.65869,1.6930779218673706,1.678368330001831,1.2240644693374634,-0.01470959186553955,-0.4543038606643677,-0.4690134525299072
1113437,5591642,173,12.442821,-10.350876808166504,-10.1712646484375,-10.550745010375977,0.1796121597290039,-0.37948036193847656,-0.19986820220947266
104861,2916631,208,19.007568,0.30693691968917847,0.3065893054008484,0.3422536849975586,-0.0003476142883300781,0.035664379596710205,0.03531676530838013
1103812,1900485,193,15.647653,-12.207409858703613,-12.26389217376709,-12.252198219299316,-0.05648231506347656,0.011693954467773438,-0.044788360595703125
915593,3191294,530,13.924497,-14.303535461425781,-14.259971618652344,-14.285201072692871,0.0435638427734375,-0.025229454040527344,0.018334388732910156
1114646,8233327,695,8.017348,-9.918867111206055,-9.722990036010742,-10.513906478881836,0.1958770751953125,-0.7909164428710938,-0.5950393676757812
19335,6902387,832,10.450421,-9.739553451538086,-9.411613464355469,-9.159124374389648,0.3279399871826172,0.2524890899658203,0.5804290771484375
1037798,6816049,601,10.680016,-13.397073745727539,-13.41348934173584,-13.481952667236328,-0.01641559600830078,-0.06846332550048828,-0.08487892150878906
1063750,2047790,558,7.104919,-13.885109901428223,-13.90201187133789,-13.868452072143555,-0.01690196990966797,0.03355979919433594,0.01665782928466797
1115776,8106321,3,23.334087,5.882790565490723,5.847393035888672,5.596462249755859,-0.03539752960205078,-0.2509307861328125,-0.2863283157348633
451602,7205049,935,11.468267,-13.069307327270508,-13.092508316040039,-13.103336334228516,-0.02320098876953125,-0.010828018188476562,-0.03402900695800781
264014,3338820,960,12.362787,-9.141283988952637,-9.560474395751953,-9.902776718139648,-0.4191904067993164,-0.3423023223876953,-0.7614927291870117
1133167,1883273,229,12.570255,4.390753746032715,4.396087646484375,4.015599727630615,0.005333900451660156,-0.38048791885375977,-0.3751540184020996
183378,1726139,256,12.278717,-12.829028129577637,-12.940317153930664,-12.920032501220703,-0.11128902435302734,0.020284652709960938,-0.0910043716430664
130510,657854,619,10.729883,-13.058401107788086,-13.153091430664062,-13.184367179870605,-0.09469032287597656,-0.03127574920654297,-0.12596607208251953
573724,4214949,906,10.812185,-13.184929847717285,-13.269327163696289,-12.867517471313477,-0.0843973159790039,0.4018096923828125,0.3174123764038086
264014,8743598,212,15.447804,-14.400494575500488,-14.474881172180176,-14.511228561401367,-0.0743865966796875,-0.036347389221191406,-0.1107339859008789
833860,3899039,709,10.313726,-11.732362747192383,-11.90479850769043,-11.513258934020996,-0.17243576049804688,0.3915395736694336,0.21910381317138672
1103812,3263389,655,13.189533,-13.002883911132812,-12.99932861328125,-13.010353088378906,0.0035552978515625,-0.01102447509765625,-0.00746917724609375
1114646,694735,904,7.9281664,-12.480547904968262,-12.385608673095703,-12.593674659729004,0.0949392318725586,-0.20806598663330078,-0.11312675476074219
